id,source,split,num_gt_spans,num_pred_spans,correct,missing_spans,extra_spans,text
viocd_test_232,viocd,test,3,2,0,[4:12:COMP] | [24:27:COMP] | [31:33:COMP],[4:8:COMP] | [23:26:COMP],hôm trước chơi nó bị hồng che hết nhân vật xoá đi tải lại thì bình thường lại hôm nay lại tiếp tục bị như vậy mong admin khắc phục sớm lỗi này.
viocd_test_234,viocd,test,1,1,0,[0:3:COMP],[0:2:COMP],giao sai màu
viocd_test_235,viocd,test,1,0,0,[2:6:COMP],,dầu gội gây khô tóc nhiều giống như dùng chất tẩy vậy đó :(((
viocd_test_238,viocd,test,0,0,1,,,sản phẩm   nhãn_hiệu sOthing sữa_dưỡng  hộp bị không
viocd_test_241,viocd,test,3,1,0,[3:9:COMP] | [21:27:COMP] | [9:21:COMP],[4:28:COMP],nhà sản xuất nên dừng mở sinh viên mới.vì người chơi không nạp tiền .cứ nhảy sinh viên lung tung .cuối cùng sinh viên đầu ít người chơi.nên bổ sung mở rộng tính năng bằng hữu giữa các người chơi với n
viocd_test_242,viocd,test,3,0,0,[4:12:COMP] | [23:31:COMP] | [32:48:COMP],,game chơi hay . chỉ có mỗi cái tự nhặt không được .auto nhặt thì người ta nhặt hết đồ luôn rồi . rồi thêm cái map boS giành cho vip4 . game này chỉ giành cho anh em nạp tiền chơi . có tiền vào làm cha
viocd_test_243,viocd,test,1,1,0,[0:9:COMP],[4:9:COMP],sao tải về rồi ma không đăng nhập  được . phải có mật khẩu là như thế nào vậy ạ? hỏi aP ma không ai trả lời... -_-
viocd_test_245,viocd,test,0,0,1,,,chỉ giao  sản phẩm  không kèm quà tặng. vui lòng kiểm tra và phản hồi giúp tôi.
viocd_test_246,viocd,test,4,4,0,[9:18:COMP] | [32:56:COMP],[35:43:COMP] | [32:35:COMP],đặt hàng đến ngày dự kiến giao hàng thì nhận được thông báo sẽ giao chậm 4 ngày. đợi 4 ngày xong lại có thông báo không còn sản phẩm trong kho. vậy tại sao không thông báo hết  sản phẩm  từ lúc đặt hà
viocd_test_248,viocd,test,0,0,1,,,"đặt 2 cái: một cái đen vải dày đẹp, ok. cái đỏ vải mỏng, khô, cứng nhắc. nếu được thì  cửa hàng  đổi cho cái đỏ đi nhé"
viocd_test_249,viocd,test,1,1,0,[32:58:COMP],[23:58:COMP],"tôi đã rất thích chơi game liên quân nó giúp tôi giải toả căng thẳng khi xong công việc. nhưng càng về sau, những bản cập nhật mới cứ thế cứ thế khiến cho game ngày càng chậm, từ lúc vô game đến lúc đ"
viocd_test_250,viocd,test,1,1,0,[0:3:COMP],[0:2:COMP],xấu vãi chưởng
viocd_test_251,viocd,test,1,1,1,,,chất tệ lắm
viocd_test_252,viocd,test,0,0,1,,,mặt mình trước khi dùng chỉ có 2 cục mụn thôi.. từ khi bắt đầu sử dụng  sản phẩm  này.. mụn hiện lên rất nhiều ở 2 bên má và tráng.. chắc do da mình không hợp với loại  sản phẩm  này rồi
viocd_test_254,viocd,test,0,1,0,,[18:27:COMP],"tại sao vô mục hội thoại, tôi ghi âm lại phát âm nhân vật rồi máy đứng luôn. ra vô nhiều lần vẫn không hội thoại được.... :("
viocd_test_256,viocd,test,0,0,1,,,kem xài được nhưng không có kèm quà tặng giống  quả người cáo
viocd_test_258,viocd,test,1,0,0,[0:3:COMP],,"trời moá, hàng giả. cứ tưởng giảm giá thiệt, nào ngờ."
viocd_test_259,viocd,test,3,4,0,[73:94:COMP] | [39:69:COMP],[74:85:COMP] | [85:94:COMP] | [39:59:COMP],"điện thoại samsung galaxy m21 đáng được nhận  5star  về chất lượng vì có màn hình hiển thị đẹp, pin cực khủng, chip xử lý khá mượt, camera ổn. nhưng cho 4 sao vì lazada giao hàng khá chậm, phiếu giảm "
viocd_test_263,viocd,test,0,0,1,,,hàng đẹp lắm đấy cho  cửa hàng  5s riêng shipber như cức gọi hm nay giao mà quá ngày sao mới giao
viocd_test_265,viocd,test,8,5,0,[9:15:COMP] | [47:49:COMP] | [50:57:COMP] | [41:47:COMP] | [28:32:COMP] | [16:24:COMP] | [4:6:COMP],[5:6:COMP] | [4:5:COMP] | [9:23:COMP] | [41:48:COMP],"học online kohi này rất tệ tặng sách thì không có bản tiếng việt ,phần nghe thì tải chậm nghe có câu sai ,ngữ pháp video cũng tạm không hay lắm nhưng không có bản tiếng việt và từ vựng cũng không có b"
viocd_test_266,viocd,test,3,3,0,[11:15:COMP] | [2:8:COMP] | [15:18:COMP],[0:8:COMP] | [8:15:COMP] | [15:17:COMP],game gì bấm vào màng hình không ăn. y chang chang bị liệt cảm ứng. thua cho   1star
viocd_test_268,viocd,test,3,3,0,[23:29:COMP],[15:28:COMP],"thật sự  cửa hàng E xứng đáng  5star  nhưng hệ thống aP còn tệ quá. trong quá trình mở aP thì thường xuyên bị lag, phản ứng chậm mặc dù dùng điện thoại có cấu hình cao hay thậm chí khi sử dụng điện th"
viocd_test_269,viocd,test,2,0,0,[4:10:COMP] | [11:18:COMP],,"sữa rửa mặt chỗ nắp không có bì bịt kín, mà kêu có quà tặng mà không có"
viocd_test_270,viocd,test,0,0,1,,,"đầm, vải đẹp, chỉ có cách may chưa kéo lắm nhưng như vậy thì cũng được rồi,"
viocd_test_271,viocd,test,7,3,0,[0:9:COMP] | [58:64:COMP] | [43:57:COMP] | [75:82:COMP] | [15:21:COMP] | [21:25:COMP],[21:27:COMP] | [27:31:COMP],"lần đầu tiên phải bình chọn sao thấp ntn. mua mấy lần trên lazada nhưng đây là lần tồi tệ nhất. đóng gói nham nhỉ không hộp, bọc giấy bóng k. sản phẩm không biết là đã mở ra dùng hay chưa luôn. mua 2 "
viocd_test_272,viocd,test,3,3,0,[26:43:COMP] | [8:16:COMP] | [53:58:COMP],[27:43:COMP] | [9:16:COMP] | [43:58:COMP],"cũng  được , cho  5star   lấy tinh thần, chứ cầy lâu cả mệt quá trời ấy. đề nghị lên live cao thì cho 2star  3star  đi, chứ đéo mẹ mỗi ván  1star   xong ra sửa ti tỉ thứ thì mạt kiếp mới xong. cầy mỗi"
viocd_test_275,viocd,test,3,2,0,[12:16:COMP] | [19:27:COMP] | [43:45:COMP],[8:16:COMP] | [16:27:COMP],"lâu nay mình vẫn dùng bình thường nhưng bỗng dưng mình lại không vào được nữa, lúc vào thì ứng dụng hiện màu trắng rồi thoát ra. mình cũng đã thử khởi động lại máy và xoá đi tải lại nhiều lần nhưng kh"
viocd_test_277,viocd,test,4,1,0,[27:35:COMP] | [24:27:COMP] | [13:24:COMP],,"cấu hình, camera, kích thước như vivo u10, nắp sau hơi  xấu . chế độ sạc nhanh rất với vivo u10 chỉ bắng 12. máy hơi nóng, pin hình như tụt hơi nhanh hơn u10.,"
viocd_test_278,viocd,test,4,6,0,[33:47:COMP] | [12:33:COMP] | [47:57:COMP] | [0:12:COMP],[47:48:COMP] | [0:1:COMP] | [39:47:COMP] | [21:33:COMP] | [33:39:COMP] | [12:21:COMP],"chưa cho học thử đã bắt đăng kí đầy đủ thông tin. vào học thử chỉ  được  mở 3 bài mà lỗi choe chét, thu âm và luyện nói bị lỗi không chạy. danh sách câu quá nghèo nàn, một bài học chỉ luyện có một câu"
viocd_test_279,viocd,test,0,0,1,,,không có khuyến mãi kèm theo.
viocd_test_280,viocd,test,4,4,0,[15:31:COMP] | [49:60:COMP] | [2:8:COMP] | [31:49:COMP],[1:7:COMP] | [51:60:COMP] | [42:43:COMP] | [43:49:COMP],"game gặp lỗi xác nhận tài khoản để nhận thưởng, thời gian là 10 phút, nhưng khi vào và trò chơi bảo rằng tôi khôg thể chơi nếu không xác nhận. nhưng khi xác nhận thì lúc đó thời gian là 00:00, tôi gặp"
viocd_test_284,viocd,test,4,4,0,[0:3:COMP] | [21:35:COMP] | [13:17:COMP],[17:30:COMP] | [30:35:COMP] | [0:1:COMP],"sao tôi không muốn tải mà nó vẫn ở trên điện thoại làm tôi rất khó chịu. vá chỉ có thể tắt ứng dụng chứ không thể xoá cài đặt, rất là nặng máy và phí hết tiền tôi nạp trên máy."
viocd_test_285,viocd,test,3,0,0,[12:14:COMP] | [15:18:COMP] | [9:12:COMP],,mẫu y hình.khoang 40 đến 45ky mặt rat đẹp.mìn 50ky.mặt không vừa.quần ngắn ngủn.aoa thì ôm cái mông.
viocd_test_286,viocd,test,2,1,0,[52:55:COMP] | [23:43:COMP],[24:43:COMP],"sau nhiều bản đăng hạn sử dụng  thì bản này cũng tương đối ổn. thành phần chơi gian lận cũng giảm đáng kể. nhưng có một số lỗi như xuống xe ở v=8kmh vẫn bị knock, lag map, đồi, súng bắn kẹt đạn. vấn đ"
viocd_test_287,viocd,test,2,1,0,[10:19:COMP],,game chả ra không gì mà chỗ nào cũng thấy qc.qc để chôn mẹ chúng mày nhiều thế à.mn đừng có tải về mất công xoá đi.
viocd_test_288,viocd,test,3,4,0,[10:15:COMP] | [16:22:COMP],[16:20:COMP] | [8:13:COMP] | [20:22:COMP],tôi mua máy và cảm thấy thất vọng. màn hình không lớn như giới thiệu . sạc không phải là sạc nhanh.
viocd_test_292,viocd,test,2,0,0,[16:45:COMP] | [7:15:COMP],,ứng dụng này cũng hay! nhưng mà không biết phải do mạng yếu hay không mà khi muốn dịch những câu tiếng anh hoặc tiếng việt thì có khi phải chờ khá lâu và sau đó dường như không thể dịch được những câu
viocd_test_295,viocd,test,2,1,0,[0:3:COMP] | [3:11:COMP],[0:11:COMP],hộp ọp ẹp.mất seal.nắp hộp như đã bị mở nhiều lần.chưa dùng thử nên chưa biết hiệu  quả .
viocd_test_296,viocd,test,6,8,0,[61:67:COMP] | [41:47:COMP] | [23:32:COMP] | [32:41:COMP],[47:54:COMP] | [37:41:COMP] | [32:37:COMP] | [54:56:COMP] | [23:28:COMP] | [56:61:COMP],"giá cả không ổn định, mai thế này, hôm sau thế kia, định vị cũng không chính xác. thêm một cái nữa là, một số tài xế như bố thiên hạ vậy, nhận quốc không thèm chạy, gọi điện không nghe, có người 10p s"
viocd_test_297,viocd,test,0,1,0,,[5:12:COMP],sản phẩm  cũng tạm ổn... đặt màu trắng lại giao màu đen.vấn đề này đã nhận nhiều bình luận như vậy . mình hy vọng mình sẽ không bị tình trạng như vậy. nào ngờ......có một tí thất vọng.
viocd_test_299,viocd,test,3,1,0,[35:44:COMP] | [2:8:COMP] | [15:21:COMP],[0:8:COMP],ứng dụng xài không ổn định tí nào. cứ đang lướt được một chút là văng về lại trang chính vì vậy mong nhà phát hành điều chỉnh lại cái sự việc này vì nó làm tôi cảm thấy rất không hài lòng và   1star  
viocd_test_302,viocd,test,2,2,0,[5:39:COMP] | [60:63:COMP],[31:39:COMP] | [6:22:COMP],mình chỉ cần dịch online. nhưng tại sao cứ bắt phải cấp quyền truy cập hình ảnh với thông tin của mình để có thể lưu dữ liệu dịch oFline vậy??? không đồng ý là không cho dùng luôn!!! nếu vậy mình hứa 
viocd_test_306,viocd,test,3,2,0,[28:55:COMP] | [14:26:COMP] | [6:11:COMP],[14:15:COMP] | [42:55:COMP],"ứng dụng rất tuyệt vời nhưng còn rất nhiều thiếu sót. ví dụ như cập nhật danh sách những người đã mời để có thể xoá, đôi lúc mình đã mới rất nhiều bạn bè nhưng họ không chấp nhận, sau đó danh sách mời"
viocd_test_308,viocd,test,0,0,1,,,sản phẩm  dùng tốt nhat truọcp sử dụng nhưng tóc rat khô nen can phải kèm theo dầu xả
viocd_test_309,viocd,test,0,0,1,,,không có quà tặng chỉ thấy sữa rửa mặt thôi
viocd_test_312,viocd,test,5,6,0,[55:58:COMP] | [2:5:COMP] | [61:64:COMP],[47:59:COMP] | [46:47:COMP] | [24:38:COMP] | [0:5:COMP],"tài xế quá cứng đầu khách đã yêu cầu xem bản đồ đi cho đúng nhưng không chịu cuối cùng chở khách đi lạc, khách phải tự mua 3g bật gOgle map để chỉ đường cho tài xế. làm mất rất nhiều thời gian của khá"
viocd_test_313,viocd,test,4,4,0,[0:3:COMP] | [23:44:COMP] | [44:71:COMP] | [14:19:COMP],[28:44:COMP] | [61:62:COMP] | [0:1:COMP] | [44:61:COMP],không hiện những người đã xem story của mình sau 24h là một bước đăng hạn sử dụng  lùi của phiên bản này. ngay cả chính chủ còn không xem được ai đã xem story của mình thì còn chơi ins làm gì nữa? khô
viocd_test_319,viocd,test,4,4,0,[13:22:COMP] | [22:46:COMP] | [46:60:COMP],[30:46:COMP] | [22:30:COMP] | [47:60:COMP],"khuyến mãi thì rẻ đó. được vài nhân viên thân thiện. nhưng mà rất với grab với go viet thì thua xa. mật độ xe vắng như chùa bà đanh, mở bản đồ lèo tèo vài anh áo vàng thoắt ẩn thoắt hiện như bóng ma. "
viocd_test_322,viocd,test,2,1,0,[31:40:COMP] | [40:58:COMP],[36:40:COMP],dùng ios để chơi trên ipad xong liên kết với tài khoản facebOk sau đó tải game chơi trên điện thoại android đăng nhập lại vào tài khoản facebOk thì lại phải chơi lại từ đầu. rất khó chịu khi ios và an
viocd_test_324,viocd,test,2,0,0,[11:18:COMP] | [3:11:COMP],,áo đẹp. có đìu màu nhạt không phải đậm như hình. áo bé rộng mặc được khá lau. sản phẩm phù hợp với giá. đường may chắc chắn.
viocd_test_325,viocd,test,4,5,0,[0:8:COMP] | [38:54:COMP],[1:8:COMP] | [0:1:COMP] | [38:55:COMP],- chức năng huỷ không có tác dụng - ứng dụng đôi khi không phản hồi hoặc chậm - liên hệ với tổng đài điện thoại phải chờ lâu nhưng không có tổng đài viên nhấc máy - có vẻ hệ thống xử lý đơn hàng chưa 
viocd_test_326,viocd,test,5,6,0,[11:25:COMP],[9:17:COMP] | [0:2:COMP],khuyết điểm: aP chạy chậm hơn trước rất nhiều. sản phẩm còn hạn chế không đa dạng như  cửa hàng E và nhiều nơi khác. nhầm sản phẩm chất lượng không xứng với giá tiền. đôi khi mua phải đồ ở trong kho q
viocd_test_327,viocd,test,0,0,1,,,tại sao không gửi hàng khuyến mãi ạ
viocd_test_331,viocd,test,0,1,0,,[3:6:COMP],"dùng tốt, nhưng có lỗi là mình nhắn tin với bạn bè thì cả mình và người nhận không bao giờ nhận được chuông báo tin nhắn mới cho tới khi vào aP. phải nhá máy gọi để điện thoại đổ chuông, rất phiền"
viocd_test_332,viocd,test,1,1,0,[1:8:COMP],[1:5:COMP],54  không mặc  cỡ  lồn mà bị chật
viocd_test_338,viocd,test,0,0,1,,,mua 5 đôi mà gởi có 2 đôi dạy  cửa hàng
viocd_test_339,viocd,test,3,1,0,[0:3:COMP] | [23:26:COMP] | [12:18:COMP],[23:24:COMP],các bạn không xứng đáng  được    1star   nữa. mấy nay anh em đấu giá sao để hoài vậy không thì ngưng đấu lại. hết chịu  được
viocd_test_340,viocd,test,0,0,1,,,"hàng tốt, mới dùng chưa thấy lỗi gì, nguyên seal, điện thoại đã dán màn hình trước và không có ốp lưng tặng kèm."
viocd_test_343,viocd,test,0,0,1,,,"mình đã dùng  được  gần một tháng, chưa thấy trắng lên. rất với giá tiền, chất lượng như vậy cũng khá hài lòng"
viocd_test_345,viocd,test,0,0,1,,,"ứng dụng rất tuyệt vời, nhưng liệu nhà phát hành có thể cải tiến game cho các game thủ không có tiền nạp những đồng xu miễn phí hay đại loại trong game được không chứ như vậy tội anh em game thủ chúng"
viocd_test_348,viocd,test,0,0,1,,,"rất tuyệt, nên thêm dịch nghĩa nhiều chỗ cấu trúc, ví dụ,...cho người học dễ hiểu hơn"
viocd_test_349,viocd,test,0,1,0,,[5:12:COMP],mình mua 2 lọ nhưng không hề nhận  được  quà tặng kèm
viocd_test_351,viocd,test,1,1,1,,,đồ tệ lắm mỏng sút chỉ không ra gì
viocd_test_353,viocd,test,0,0,1,,,đồ xinh xĩu lại còn đúng mẫu nhưng mà vải hơi thô nhưng khá được
viocd_test_354,viocd,test,1,2,0,[0:7:COMP],[4:7:COMP] | [0:4:COMP],đặt  cỡ  35 mà giao  cỡ  38
viocd_test_355,viocd,test,2,2,0,[0:3:COMP] | [19:27:COMP],[19:29:COMP] | [0:5:COMP],"quả người cáo quá nhiều. bài hội thoại hai, lời của サントス câu này chấm điểm khó vậy? 今日は、サントスです。 mấy cái nút công cụ hơi rườm rà, giảm bớt, nên còn hai cái thôi."
viocd_test_356,viocd,test,1,0,0,[15:22:COMP],,tao mà là nhà phát triển thì tao đổ cơm cho chó ăn còn hơn. game  gì  đâu không hay vậy còn đứng top bảng xếp hạng.
viocd_test_364,viocd,test,1,1,1,,,"game rất hay, nhưng có một điều làm người chơi khó chịu là bị đứng ở ải boS quá nâu. nếu có thể hãy cho chơi lại những màn trước đó để cầy đồ và kinh nghiệm chứ đứng mãi ở một ải thế người chơi sẽ nha"
viocd_test_366,viocd,test,5,2,0,[3:9:COMP] | [15:20:COMP] | [28:36:COMP] | [0:3:COMP] | [23:26:COMP],[0:15:COMP] | [15:38:COMP],hàng kém chất lương.mùi côn nhiều khác hoàn toàn va hàng trước đây mình dung. mỗi một lọ kem đựng trong túi bóng không hộp của hãng  gì  ca.bảo sao không cho kiểm hàng.vứt luôn không dám dùng
viocd_test_367,viocd,test,5,3,0,[6:28:COMP] | [50:59:COMP] | [63:69:COMP] | [28:49:COMP],[25:28:COMP] | [11:21:COMP],"mình thực sự thất vọng vì các tài xế của be, đặt xe 4 cuốc toàn gọi điện bảo huỷ với một lý do là xe thủng lốp. tài xế nhận chuyến xong tự đi hoàn thành chuyến, một lát sau thông báo chuyến đi đã hoàn"
viocd_test_368,viocd,test,2,0,0,[0:3:COMP] | [13:17:COMP],,chỉ nhận  được  tip kem 60ml. còn tip +0d bên cạnh như hinh không nhan  được  la sao  cửa hàng
viocd_test_369,viocd,test,0,0,1,,,sao không có bông mút tặng kèm  positive ))
viocd_test_370,viocd,test,4,1,0,[34:44:COMP] | [3:7:COMP] | [13:21:COMP] | [8:12:COMP],[3:16:COMP],"xoá aP rồi, không kết nối được với mic của điện thoại làm sao hoàn thành 100% bài nào được đây, cụ thể khi học từ hoặc câu thì đến phần nói thì aP không nhận được giọng nói nên báo không hoàn thành, p"
viocd_test_375,viocd,test,0,0,1,,,không có thấy kèm quà đâu hết. chỉ có cây son thôi
viocd_test_378,viocd,test,1,1,0,[2:7:COMP],[2:12:COMP],"hàng tốt,nhưng không gói kỹ chống sốc.kích hoạt bảo hành quá sớm.chưa biết sử dụng lâu ra sao."
viocd_test_384,viocd,test,3,4,0,[19:29:COMP] | [45:81:COMP] | [5:7:COMP],[19:26:COMP] | [45:50:COMP] | [58:61:COMP] | [50:58:COMP],"hôm trước mua một cái siez lồn , hôm nay mua một cái xin lỗi dùm cho bạn mà  cửa hàng  gửi ziez xin lỗi bằng y chan lồn mình mặc vừa luôn mình 52 không , bạn 56  không sao mặc vừa được . quần này là l"
viocd_test_385,viocd,test,2,0,0,[9:15:COMP] | [15:29:COMP],,"game rất hay, ban đầu chơi dễ lôi cuốn, nhưng càng về sau càng khó và các hoạt động bị ít đi, dẫn đến việc sẽ bị nhàm chán, mong nph thêm một vài phần event  dài hạn  cũng như giảm giá kc mua item tro"
viocd_test_386,viocd,test,0,0,1,,,"sản phẩm sử dụng rất tốt, nhưng sử dụng thời gian đầu thì nổi mụn hơi nhiều"
viocd_test_391,viocd,test,2,0,0,[28:32:COMP] | [22:26:COMP],,tôi không biết nói trường hợp này như thế nào nhưng ở đây khi tôi vừa nghe được 75% bài hát thì tự động ngắt tiếng mặc cho bài hát vẫn chạy (cụ thể là những bài đã lưu trong playlist online sau một kh
viocd_test_392,viocd,test,5,1,0,[8:13:COMP] | [19:25:COMP] | [27:34:COMP] | [52:55:COMP] | [40:50:COMP],[51:56:COMP],tôi thấy cung hay nhưng mấy ngày nay toi luôn bị mất cấp rồi chơi lại từ đầu rồi hon nay cung bi như vậy còn nữa tiền thì quá ít không đủ để mua trang phục gì cả toi xin nhà sản xuất xem xét lại kỉ cà
viocd_test_394,viocd,test,4,0,0,[40:47:COMP] | [87:89:COMP] | [65:74:COMP] | [116:122:COMP],,"mua 3700k, sau một ngày nhận máy. về kết cấu tổng thể máy mặt lưng nhựa đơn giản, mình đẹp rất với giá mình không chơi game nên mọi tác vụ thấy được cảm ứng mượt hơn oPo f9 có đều cột sóng nghe gọi th"
viocd_test_395,viocd,test,0,0,1,,,hơi lớn chưa gì  ơi nhưng mà đp
viocd_test_396,viocd,test,7,6,0,[41:49:COMP] | [0:7:COMP] | [29:40:COMP] | [52:56:COMP],[0:3:COMP] | [41:42:COMP] | [29:41:COMP],không bao giờ nên chơi game này. 100% phụ thuộc vào may mắn. đấu rank hạng nào cũng có trẻ trâu ăn may 100% hết. lỗi lag tràn lan. nhà sản xuất game không quan tâm đến lỗi và lối chơi. tóm lại không b
viocd_test_399,viocd,test,1,0,0,[7:19:COMP],,"sản phẩm mùi dễ chịu, nhiều bọt. nhưng hình như không hợp nên dùng bị kích thích lên mụn"
viocd_test_401,viocd,test,4,4,0,[10:11:COMP] | [45:51:COMP] | [21:28:COMP],[45:55:COMP] | [35:38:COMP] | [5:11:COMP],"game, này rất hay nhưng tôi không thể tải về máy, tại vì khi mình tải về khi vào game thì bị khoá tất cả tài khoản mà mình kiếm game này rất hay nhưng tôi không thể , khi phiên bản mới ra thì mình bị "
viocd_test_403,viocd,test,0,0,1,,,game khá hay.. nên cho vài tình huống thực tế nhiều hơn nữa để thử thách người chơi từ tình huống thay vì cứ max tăng trí lực tôi lực và chính lực... sẽ rất dễ nhàm chán... thêm một vài câu hỏi và các
viocd_test_404,viocd,test,3,2,0,[50:58:COMP] | [11:16:COMP] | [60:66:COMP],[50:57:COMP] | [24:31:COMP],trời ơi ứng dụng gì mà thích nhiều chức năng mà không có tiếng việt sao mà biết xài quá trời thứ tiếng mà không có tiếng của nước việt nam việt nam mang tiếng là thiên long xài điện thoại bao trùm hết
viocd_test_406,viocd,test,0,0,1,,,vải đẹp nhưng đường may hơi xấu
viocd_test_408,viocd,test,0,0,1,,,"dù bình thường, yếu"
viocd_test_409,viocd,test,5,5,0,[18:24:COMP] | [8:17:COMP] | [25:35:COMP] | [36:44:COMP],[18:25:COMP] | [25:36:COMP] | [9:17:COMP] | [36:45:COMP],đáng lẽ là tôi cho  5star  nhưng mà: 1. bình luận thì chỉ được 100 kí tự 2. bình luận không cho lập lại 3. tik tok không nên cho  quả người cáo xâm chiếm 4. có những người thừa thải trên tik tok 5. du
viocd_test_410,viocd,test,1,1,0,[0:3:COMP],[0:1:COMP],"không vừa, chặt quá muốn trả lại"
viocd_test_413,viocd,test,5,7,0,[53:62:COMP] | [25:28:COMP] | [7:17:COMP] | [4:6:COMP] | [32:51:COMP],[29:31:COMP] | [51:62:COMP] | [0:1:COMP] | [17:28:COMP] | [7:13:COMP] | [44:51:COMP] | [31:44:COMP],"có một số cái bất tiện như không thể huỷ đơn hàng khi vừa mới bấm đặt, một số nhân viên hỗ trợ khách hàng không chuyên nghiệp, và đôi lần quán không có món bạn mình đặt đã tự ý huỷ đơn hàng, không thô"
viocd_test_414,viocd,test,0,0,1,,,quần đẹp lắm nha mọi người chỉ là hơi ngắn xíu
viocd_test_416,viocd,test,1,0,0,[4:8:COMP],,"dù dày khá đẹp, hơi khó xài tí, mong chờ màu trắng giao màu xanh. nói chung là đẹp chất lượng tốt, màu giao ngẫu nhiên. shiPer vui vẻ thân thiện dễ thương"
viocd_test_417,viocd,test,0,2,0,,[3:20:COMP] | [0:1:COMP],nhẹ nhừng mà đánh lên da không sáng hơn chút nào quầng thâm ở mắt cũng không mờ đi luôn chắc mua sai màu . tiếc tiền
viocd_test_418,viocd,test,1,1,0,[4:9:COMP],[10:16:COMP],"game rất được . giá thì hơi đắt quá , admin nên giảm giá bớt đi : nhưng mà vẫn rất ủng hộ game nhé  positive )"
viocd_test_419,viocd,test,0,0,1,,,mua mà không nhận  được  quà tặng kèm
viocd_test_423,viocd,test,3,4,0,[50:64:COMP] | [5:9:COMP] | [14:28:COMP],[10:13:COMP] | [6:10:COMP] | [57:72:COMP] | [51:56:COMP],giao hàng gói hàng được nhưng giao nhầm màu - đặt màu 122 mà khi giao đến thì màu 130 thực sự rất bực mình vì lỗi này vì  sản phẩm  có bảng màu để khách hàng lựa chọn  sản phẩm  phù hợp với tone da củ
viocd_test_425,viocd,test,0,0,1,,,thật sự là nó dùng như cục cstar tôi vậy không thể hiểu tại sao nó lại được đánh giá lên tận 4☆
viocd_test_426,viocd,test,5,6,0,[9:12:COMP] | [39:51:COMP] | [35:36:COMP] | [16:24:COMP] | [24:29:COMP],[12:16:COMP] | [35:38:COMP] | [0:3:COMP] | [3:12:COMP] | [17:24:COMP] | [24:35:COMP],"cập nhật nhiều, tốn nhiều dung lượng tuy nhiên quá nhiều lỗi. cập nhật thường xuyên nhưng lỗi cũ lại không khắc phục được. không thể hiểu được là nhà phát hành đã làm gì? cập nhật phiên bản chỉ đưa ra"
viocd_test_428,viocd,test,2,3,0,[35:55:COMP] | [8:30:COMP],[24:29:COMP] | [35:54:COMP] | [20:21:COMP],đã rất lâu tôi không chơi game này! khi tải lại game tôi rất kì vọng và hào hứng nhưng đổi lại đó là sự thất vọng tràn trề. mặc dù đã tải xong nhưng bản thông báo gửi các game thủ không tài nào tắt đư
viocd_test_429,viocd,test,2,2,0,[23:37:COMP] | [37:56:COMP],[48:56:COMP] | [41:47:COMP],"game rất hay những con vật, đồ vật rất chi tiết. có thể kết bạn và nói chuyện với nhau rất là vui. nhưng mấy đồ mua skin cho mua bằng đậu mini hay hơn nhiều đấy. game cũng có phần hơi lag phải thoát r"
viocd_test_430,viocd,test,4,3,0,[28:38:COMP] | [0:12:COMP] | [39:56:COMP] | [57:65:COMP],[49:56:COMP] | [38:46:COMP] | [56:60:COMP],"phần audio của hack não phiên bản cũ cần được cải thiện hơn, bây giờ vẫn còn rất nhiều người đang học theo sách cũ nên mình nghĩ phần audio của sách cũ cũng cần  được  cải thiện. phần phát âm từ nên t"
